"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","BrgyCount","BrgyArea","BrgyDensity"
"23169","REGION V - BICOL","ALBAY","PIO DURAN","Banawan (Binawan)",3235,3235,584,18114.47,2484,7.29245974235105,443.608893884281
"23170","REGION V - BICOL","ALBAY","PIO DURAN","Binodegahan",2517,2517,544,18114.47,2484,7.29245974235105,345.151031192191
"23191","REGION V - BICOL","ALBAY","PIO DURAN","Barangay V (Pob.)",2362,2362,508,18114.47,2484,7.29245974235105,323.896200109636
"25437","REGION V - BICOL","MASBATE ","PIO V. CORPUZ (LIMBUHAN)","Poblacion",3244,3232,766,18114.47,2484,7.29245974235105,444.843045366494
"25432","REGION V - BICOL","MASBATE ","PIO V. CORPUZ (LIMBUHAN)","Guindawahan",1939,1939,419,18114.47,2484,7.29245974235105,265.891080445633
"25439","REGION V - BICOL","MASBATE ","PIO V. CORPUZ (LIMBUHAN)","Tanque",1668,1668,342,18114.47,2484,7.29245974235105,228.729408036779
"25429","REGION V - BICOL","MASBATE ","PIO V. CORPUZ (LIMBUHAN)","Cabangrayan",1583,1583,357,18114.47,2484,7.29245974235105,217.073532926992
"25424","REGION V - BICOL","MASBATE ","PIO V. CORPUZ (LIMBUHAN)","Alegria",1547,1547,381,18114.47,2484,7.29245974235105,212.13692699814
"22189","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","PITOGO","Poblacion (Pitogo)",7836,7833,1582,16904.03,1576,10.7259073604061,730.567562882934
"20169","REGION IV-A – CALABARZON","QUEZON","PITOGO","Dulong Bayan (Pob.)",1923,1923,418,16576.26,2968,5.58499326145552,344.31554524362
"22188","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","PITOGO","Panubigan",3389,3389,759,16904.03,1576,10.7259073604061,315.963944692479
"20168","REGION IV-A – CALABARZON","QUEZON","PITOGO","Manggahan (Pob.)",1248,1248,250,16576.26,2968,5.58499326145552,223.455954479479
"22190","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","PITOGO","Punta Flecha",2311,2311,483,16904.03,1576,10.7259073604061,215.459627083009
"25476","REGION V - BICOL","MASBATE ","PLACER","Villa Inocencio",4459,4459,963,18114.47,2484,7.29245974235105,611.453495465227
"25453","REGION V - BICOL","MASBATE ","PLACER","Katipunan",3490,3490,686,18114.47,2484,7.29245974235105,478.576519213645
"25465","REGION V - BICOL","MASBATE ","PLACER","Pasiagon",3331,3331,730,18114.47,2484,7.29245974235105,456.773176361218
"25450","REGION V - BICOL","MASBATE ","PLACER","Daraga",2855,2855,615,18114.47,2484,7.29245974235105,391.500275746406
"25467","REGION V - BICOL","MASBATE ","PLACER","Poblacion",2710,2696,595,18114.47,2484,7.29245974235105,371.616724088533
"14203","REGION III - CENTRAL LUZON","BULACAN","PLARIDEL","Tabang",19683,19683,4291,21906.19,2268,9.6588139329806,2037.82784683233
"14201","REGION III - CENTRAL LUZON","BULACAN","PLARIDEL","Santo Niño",10761,10761,2502,21906.19,2268,9.6588139329806,1114.11194735369
"14188","REGION III - CENTRAL LUZON","BULACAN","PLARIDEL","Banga II",9036,9024,1989,21906.19,2268,9.6588139329806,935.518590864043
"14196","REGION III - CENTRAL LUZON","BULACAN","PLARIDEL","Parulan",7590,7590,1750,21906.19,2268,9.6588139329806,785.810768554459
"14187","REGION III - CENTRAL LUZON","BULACAN","PLARIDEL","Banga I",7030,7024,1629,21906.19,2268,9.6588139329806,727.832635433181
"4363","MIMAROPA REGION","ORIENTAL MINDORO","POLA","Matulatula",3921,3921,928,29606.25,1209,24.4882133995037,160.117846738442
"4362","MIMAROPA REGION","ORIENTAL MINDORO","POLA","Maluanluan",3316,3316,831,29606.25,1209,24.4882133995037,135.412083597213
"4354","MIMAROPA REGION","ORIENTAL MINDORO","POLA","Batuhan",2842,2842,689,29606.25,1209,24.4882133995037,116.055832805573
"4364","MIMAROPA REGION","ORIENTAL MINDORO","POLA","Pahilahan",2053,2053,468,29606.25,1209,24.4882133995037,83.8362507916403
"4359","MIMAROPA REGION","ORIENTAL MINDORO","POLA","Calima",1994,1994,478,29606.25,1209,24.4882133995037,81.4269284357188
"21042","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","POLANCO","Obay",4261,4261,948,16904.03,1576,10.7259073604061,397.262427953571
"21035","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","POLANCO","Lingasad",2545,2545,613,16904.03,1576,10.7259073604061,237.275963187477
"21029","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","POLANCO","Guinles",2234,2234,534,16904.03,1576,10.7259073604061,208.280747253761
"21052","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","POLANCO","Poblacion North",2066,2066,487,16904.03,1576,10.7259073604061,192.617736717221
"21049","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","POLANCO","Silawe",1973,1973,491,16904.03,1576,10.7259073604061,183.947141598779
"23234","REGION V - BICOL","ALBAY","POLANGUI","Ponso",5039,5039,1078,18114.47,2484,7.29245974235105,690.987702096721
"23228","REGION V - BICOL","ALBAY","POLANGUI","Matacon",4398,4398,906,18114.47,2484,7.29245974235105,603.088690974674
"23240","REGION V - BICOL","ALBAY","POLANGUI","Sugcad",3986,3934,831,18114.47,2484,7.29245974235105,546.591978677819
"23227","REGION V - BICOL","ALBAY","POLANGUI","Magurang",3884,3884,819,18114.47,2484,7.29245974235105,532.604928546074
"23223","REGION V - BICOL","ALBAY","POLANGUI","Lanigay",3830,3830,789,18114.47,2484,7.29245974235105,525.200019652797
"20210","REGION IV-A – CALABARZON","QUEZON","POLILLO","Poblacion",4588,4536,1123,16576.26,2968,5.58499326145552,821.487114705006
"20213","REGION IV-A – CALABARZON","QUEZON","POLILLO","Sibulan",4258,4255,972,16576.26,2968,5.58499326145552,762.400203664759
"20199","REGION IV-A – CALABARZON","QUEZON","POLILLO","Bañadero",2247,2247,447,16576.26,2968,5.58499326145552,402.328148810407
"20205","REGION IV-A – CALABARZON","QUEZON","POLILLO","Languyin",1946,1946,466,16576.26,2968,5.58499326145552,348.433723891879
"20214","REGION IV-A – CALABARZON","QUEZON","POLILLO","Taluong",1781,1781,408,16576.26,2968,5.58499326145552,318.890268371756
"40212","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","POLOMOLOK","Poblacion",45298,45298,10879,22786.08,1088,20.9430882352941,2162.90928496696
"40222","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","POLOMOLOK","Cannery Site",23310,23296,6401,22786.08,1088,20.9430882352941,1113.01636788776
"40214","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","POLOMOLOK","Magsaysay",12156,12145,2859,22786.08,1088,20.9430882352941,580.43015735923
"40217","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","POLOMOLOK","Silway 8",10447,10447,2467,22786.08,1088,20.9430882352941,498.828056427433
"40203","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","POLOMOLOK","Glamang",7061,7044,1657,22786.08,1088,20.9430882352941,337.151804961626
"27334","REGION VI - WESTERN VISAYAS","CAPIZ","PONTEVEDRA","Binuntucan",4737,4734,1162,12773.46,2724,4.68922907488987,1010.18737288096
"27352","REGION VI - WESTERN VISAYAS","CAPIZ","PONTEVEDRA","Tacas",4431,4431,1004,12773.46,2724,4.68922907488987,944.931443790484
"27351","REGION VI - WESTERN VISAYAS","CAPIZ","PONTEVEDRA","Tabuc",3725,3712,838,12773.46,2724,4.68922907488987,794.373646607889
"27331","REGION VI - WESTERN VISAYAS","CAPIZ","PONTEVEDRA","Bailan",2800,2756,651,12773.46,2724,4.68922907488987,597.113076644856
"7283","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","PONTEVEDRA","Antipolo",7760,7760,1868,13425.4,1023,13.1235581622678,591.303052423019
"904","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","POONA BAYABAO (GATA)","Ragayan",2379,2379,384,36650.95,2081,17.6121816434407,135.076962534395
"897","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","POONA BAYABAO (GATA)","Poblacion (Gata Proper)",2229,2229,352,36650.95,2081,17.6121816434407,126.560130092126
"886","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","POONA BAYABAO (GATA)","Bansayan",1295,1295,205,36650.95,2081,17.6121816434407,73.5286534182606
"890","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","POONA BAYABAO (GATA)","Cadayonan",1050,1050,165,36650.95,2081,17.6121816434407,59.617827095887
"901","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","POONA BAYABAO (GATA)","Madanding",1027,1027,157,36650.95,2081,17.6121816434407,58.3119127880723
"37239","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","POONA PIAGAPO","Caromatan",1576,1576,238,20458.51,1635,12.5128501529052,125.9505213234
"37258","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","POONA PIAGAPO","Poblacion (Lumbacaingud)",1426,1426,260,20458.51,1635,12.5128501529052,113.962844801503
"37240","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","POONA PIAGAPO","Daramba",1359,1359,211,20458.51,1635,12.5128501529052,108.608349288389
"37253","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","POONA PIAGAPO","Pantao Raya",1213,1213,202,20458.51,1635,12.5128501529052,96.9403441404091
"37250","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","POONA PIAGAPO","Maliwanag",1188,1188,219,20458.51,1635,12.5128501529052,94.9423980534262
"15705","REGION III - CENTRAL LUZON","PAMPANGA","PORAC","Santa Cruz",17501,17501,3847,21906.19,2268,9.6588139329806,1811.9201924205
"15699","REGION III - CENTRAL LUZON","PAMPANGA","PORAC","Pio",16838,16838,3689,21906.19,2268,9.6588139329806,1743.27822410013
"15693","REGION III - CENTRAL LUZON","PAMPANGA","PORAC","Manibaug Paralaya",13606,13578,3078,21906.19,2268,9.6588139329806,1408.6615700859
"15702","REGION III - CENTRAL LUZON","PAMPANGA","PORAC","Pulong Santol",7089,7089,1536,21906.19,2268,9.6588139329806,733.94104588703
"15685","REGION III - CENTRAL LUZON","PAMPANGA","PORAC","Calzadang Bayu",6450,6450,1357,21906.19,2268,9.6588139329806,667.783854700429
"31495","REGION VII - CENTRAL VISAYAS","CEBU","PORO","Esperanza",3324,3324,765,10452.01,1866,5.60129153269025,593.434564260845
"31491","REGION VII - CENTRAL VISAYAS","CEBU","PORO","Cagcagan",3114,3114,782,10452.01,1866,5.60129153269025,555.943210923066
"31498","REGION VII - CENTRAL VISAYAS","CEBU","PORO","Mercedes",2585,2585,648,10452.01,1866,5.60129153269025,461.500706562661
"31489","REGION VII - CENTRAL VISAYAS","CEBU","PORO","Adela",1737,1737,447,10452.01,1866,5.60129153269025,310.10705117963
"31505","REGION VII - CENTRAL VISAYAS","CEBU","PORO","Western Poblacion",1602,1602,376,10452.01,1866,5.60129153269025,286.005466891057
"28982","REGION VI - WESTERN VISAYAS","ILOILO","POTOTAN","Igang",3732,3721,733,12773.46,2724,4.68922907488987,795.866429299501
"28973","REGION VI - WESTERN VISAYAS","ILOILO","POTOTAN","Cau-ayan",2934,2934,645,12773.46,2724,4.68922907488987,625.689202455717
"28986","REGION VI - WESTERN VISAYAS","ILOILO","POTOTAN","Jamabalud",2897,2897,602,12773.46,2724,4.68922907488987,617.798779657195
"28993","REGION VI - WESTERN VISAYAS","ILOILO","POTOTAN","Malusgod",2694,2694,552,12773.46,2724,4.68922907488987,574.508081600443
"29004","REGION VI - WESTERN VISAYAS","ILOILO","POTOTAN","Rumbang",2591,2491,525,12773.46,2724,4.68922907488987,552.542850566722
"10752","REGION I - ILOCOS","PANGASINAN","POZORRUBIO","Alipangpang",5634,5634,1453,12964.62,2609,4.96919126101955,1133.78610402773
"10780","REGION I - ILOCOS","PANGASINAN","POZORRUBIO","Rosario",5187,5187,1381,12964.62,2609,4.96919126101955,1043.83182846856
"10762","REGION I - ILOCOS","PANGASINAN","POZORRUBIO","Dilan",3714,3714,911,12964.62,2609,4.96919126101955,747.405323102413
"10772","REGION I - ILOCOS","PANGASINAN","POZORRUBIO","Nama",3095,3095,709,12964.62,2609,4.96919126101955,622.837769252011
"10775","REGION I - ILOCOS","PANGASINAN","POZORRUBIO","Palguyod",3043,3043,679,12964.62,2609,4.96919126101955,612.373289768616
"30322","REGION VII - CENTRAL VISAYAS","BOHOL","PRES. CARLOS P. GARCIA (PITOGO)","Poblacion",2745,2745,550,10452.01,1866,5.60129153269025,490.065547200969
"30310","REGION VII - CENTRAL VISAYAS","BOHOL","PRES. CARLOS P. GARCIA (PITOGO)","Aguining",2175,2175,481,10452.01,1866,5.60129153269025,388.303302426997
"30317","REGION VII - CENTRAL VISAYAS","BOHOL","PRES. CARLOS P. GARCIA (PITOGO)","Campamanog",1607,1607,339,10452.01,1866,5.60129153269025,286.898118161004
"30330","REGION VII - CENTRAL VISAYAS","BOHOL","PRES. CARLOS P. GARCIA (PITOGO)","Villa Milagrosa",1422,1422,287,10452.01,1866,5.60129153269025,253.870021172961
"30329","REGION VII - CENTRAL VISAYAS","BOHOL","PRES. CARLOS P. GARCIA (PITOGO)","Tugnao",1311,1311,288,10452.01,1866,5.60129153269025,234.053162980135
"21058","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","PRES. MANUEL A. ROXAS","Langatian",4203,4163,984,16904.03,1576,10.7259073604061,391.854960030241
"21073","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","PRES. MANUEL A. ROXAS","Irasan",2790,2790,629,16904.03,1576,10.7259073604061,260.117853553265
"21062","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","PRES. MANUEL A. ROXAS","Nabilid",2030,2030,403,16904.03,1576,10.7259073604061,189.261377316533
"21080","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","PRES. MANUEL A. ROXAS","Situbo",1959,1959,365,16904.03,1576,10.7259073604061,182.641890720733
"21057","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","PRES. MANUEL A. ROXAS","Dohinob",1663,1663,367,16904.03,1576,10.7259073604061,155.045157870638
"24471","REGION V - BICOL","CAMARINES SUR","PRESENTACION (PARUBCAN)","Santa Maria (Pob.)",5036,5036,952,18114.47,2484,7.29245974235105,690.576318269317
"24467","REGION V - BICOL","CAMARINES SUR","PRESENTACION (PARUBCAN)","Maangas",3656,3645,708,18114.47,2484,7.29245974235105,501.339757663349
"24465","REGION V - BICOL","CAMARINES SUR","PRESENTACION (PARUBCAN)","Lidong",1386,1386,233,18114.47,2484,7.29245974235105,190.059328260777
"24460","REGION V - BICOL","CAMARINES SUR","PRESENTACION (PARUBCAN)","Bitaogan",1342,1342,244,18114.47,2484,7.29245974235105,184.025698792181
"24457","REGION V - BICOL","CAMARINES SUR","PRESENTACION (PARUBCAN)","Baliguian",1193,1193,192,18114.47,2484,7.29245974235105,163.593635364435
"40538","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","PRESIDENT QUIRINO","Poblacion (Sambulawan)",6502,6490,1498,22786.08,1088,20.9430882352941,310.460421450289
"40533","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","PRESIDENT QUIRINO","Katico",3589,3570,798,22786.08,1088,20.9430882352941,171.369186801767
"40543","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","PRESIDENT QUIRINO","Tinaungan",2955,2955,671,22786.08,1088,20.9430882352941,141.096669545617
"40544","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","PRESIDENT QUIRINO","Tual (Liguasan)",2867,2795,688,22786.08,1088,20.9430882352941,136.894805951704
"40529","REGION XII - SOCCSKSARGEN","SULTAN KUDARAT","PRESIDENT QUIRINO","Bayawa",2826,2826,555,22786.08,1088,20.9430882352941,134.93711950454
"27370","REGION VI - WESTERN VISAYAS","CAPIZ","PRESIDENT ROXAS","Poblacion (Elizalde)",6596,6590,1561,12773.46,2724,4.68922907488987,1406.6278048391
"27375","REGION VI - WESTERN VISAYAS","CAPIZ","PRESIDENT ROXAS","Vizcaya",2464,2464,553,12773.46,2724,4.68922907488987,525.459507447473
"27355","REGION VI - WESTERN VISAYAS","CAPIZ","PRESIDENT ROXAS","Badiangon",2133,2133,497,12773.46,2724,4.68922907488987,454.872211601242
"27368","REGION VI - WESTERN VISAYAS","CAPIZ","PRESIDENT ROXAS","Pantalan Cabugcabug",1934,1934,471,12773.46,2724,4.68922907488987,412.434532225411
"39992","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","PRESIDENT ROXAS","Poblacion",7737,7734,1787,22786.08,1088,20.9430882352941,369.42975711487
"26023","REGION V - BICOL","SORSOGON","PRIETO DIAZ","Calao",1956,1956,412,18114.47,2484,7.29245974235105,268.22225546759
"26025","REGION V - BICOL","SORSOGON","PRIETO DIAZ","Diamante",1718,1718,369,18114.47,2484,7.29245974235105,235.585805160184
"26026","REGION V - BICOL","SORSOGON","PRIETO DIAZ","Gogon",1693,1693,344,18114.47,2484,7.29245974235105,232.157606598482
"26034","REGION V - BICOL","SORSOGON","PRIETO DIAZ","San Fernando",1469,1469,294,18114.47,2484,7.29245974235105,201.440947485629
"26035","REGION V - BICOL","SORSOGON","PRIETO DIAZ","San Isidro",1318,1318,268,18114.47,2484,7.29245974235105,180.734628172947
"41115","REGION XIII – CARAGA","AGUSAN DEL SUR","PROSPERIDAD (Capital)","Poblacion (Bahbah)",12731,12697,2767,21120.56,1004,21.0364143426295,605.188688178722
"41128","REGION XIII – CARAGA","AGUSAN DEL SUR","PROSPERIDAD (Capital)","Patin-ay",8505,8359,1927,21120.56,1004,21.0364143426295,404.298939043283
"41139","REGION XIII – CARAGA","AGUSAN DEL SUR","PROSPERIDAD (Capital)","Santa Irene",6148,6148,1299,21120.56,1004,21.0364143426295,292.255129598836
"41138","REGION XIII – CARAGA","AGUSAN DEL SUR","PROSPERIDAD (Capital)","San Vicente",3728,3728,848,21120.56,1004,21.0364143426295,177.216513198514
"41122","REGION XIII – CARAGA","AGUSAN DEL SUR","PROSPERIDAD (Capital)","Lucena",3511,3511,816,21120.56,1004,21.0364143426295,166.901067017162
"916","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","PUALAS","Dapao",1005,1005,170,36650.95,2081,17.6121816434407,57.0627773632061
"919","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","PUALAS","Ingud",918,918,157,36650.95,2081,17.6121816434407,52.1230145466898
"927","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","PUALAS","Tambo (Pob.)",834,834,157,36650.95,2081,17.6121816434407,47.3535883790188
"915","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","PUALAS","Danugan",802,802,152,36650.95,2081,17.6121816434407,45.536664124668
"931","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","PUALAS","Yaran",782,782,126,36650.95,2081,17.6121816434407,44.4010864656987
"3634","CORDILLERA ADMINISTRATIVE REGION","APAYAO","PUDTOL","Cabatacan",1529,1529,325,19818.12,1079,18.3671177015755,83.2465945306619
"3642","CORDILLERA ADMINISTRATIVE REGION","APAYAO","PUDTOL","Swan",1503,1491,301,19818.12,1079,18.3671177015755,81.8310213077729
"3636","CORDILLERA ADMINISTRATIVE REGION","APAYAO","PUDTOL","Capannikian",1381,1381,318,19818.12,1079,18.3671177015755,75.1887161849863
"3639","CORDILLERA ADMINISTRATIVE REGION","APAYAO","PUDTOL","Mataguisi",1004,1004,198,19818.12,1079,18.3671177015755,54.6629044530965
"3640","CORDILLERA ADMINISTRATIVE REGION","APAYAO","PUDTOL","Poblacion",911,911,197,19818.12,1079,18.3671177015755,49.5995079250706
"4386","MIMAROPA REGION","ORIENTAL MINDORO","PUERTO GALERA","Poblacion",5139,5082,1044,29606.25,1209,24.4882133995037,209.856060797973
"4381","MIMAROPA REGION","ORIENTAL MINDORO","PUERTO GALERA","San Isidro",3941,3895,912,29606.25,1209,24.4882133995037,160.934566181127
"4376","MIMAROPA REGION","ORIENTAL MINDORO","PUERTO GALERA","Balatero",3778,3778,933,29606.25,1209,24.4882133995037,154.278302723243
"4384","MIMAROPA REGION","ORIENTAL MINDORO","PUERTO GALERA","Tabinay",3764,3756,918,29606.25,1209,24.4882133995037,153.706599113363
"4379","MIMAROPA REGION","ORIENTAL MINDORO","PUERTO GALERA","Sabang",3744,3631,865,29606.25,1209,24.4882133995037,152.889879670678
"4766","MIMAROPA REGION","PALAWAN","PUERTO PRINCESA CITY (CAPITAL)","San Pedro",22089,22038,5538,29606.25,1209,24.4882133995037,902.025788473718
"4771","MIMAROPA REGION","PALAWAN","PUERTO PRINCESA CITY (CAPITAL)","Santa Monica",20094,19559,5445,29606.25,1209,24.4882133995037,820.558024065865
"4765","MIMAROPA REGION","PALAWAN","PUERTO PRINCESA CITY (CAPITAL)","San Miguel",19649,19649,4793,29606.25,1209,24.4882133995037,802.386016466118
"4764","MIMAROPA REGION","PALAWAN","PUERTO PRINCESA CITY (CAPITAL)","San Jose",17521,17511,4248,29606.25,1209,24.4882133995037,715.487067764408
"4773","MIMAROPA REGION","PALAWAN","PUERTO PRINCESA CITY (CAPITAL)","Sicsican",15861,15834,3645,29606.25,1209,24.4882133995037,647.699354021533
"9722","REGION I - ILOCOS","LA UNION","PUGO","Cares",2671,2671,676,12964.62,2609,4.96919126101955,537.512013464336
"9729","REGION I - ILOCOS","LA UNION","PUGO","San Luis",2452,2452,588,12964.62,2609,4.96919126101955,493.440455640042
"9723","REGION I - ILOCOS","LA UNION","PUGO","Cuenca",1931,1931,437,12964.62,2609,4.96919126101955,388.594420816036
"9727","REGION I - ILOCOS","LA UNION","PUGO","Palina",1763,1710,455,12964.62,2609,4.96919126101955,354.786102485071
"9730","REGION I - ILOCOS","LA UNION","PUGO","Saytan",1671,1671,436,12964.62,2609,4.96919126101955,336.272023399066
"14216","REGION III - CENTRAL LUZON","BULACAN","PULILAN","Poblacion",12227,12208,2898,21906.19,2268,9.6588139329806,1265.89041727475
"14211","REGION III - CENTRAL LUZON","BULACAN","PULILAN","Inaon",8037,8037,1749,21906.19,2268,9.6588139329806,832.089742670907
"14206","REGION III - CENTRAL LUZON","BULACAN","PULILAN","Cutcot",7152,7135,1657,21906.19,2268,9.6588139329806,740.463585863174
"14218","REGION III - CENTRAL LUZON","BULACAN","PULILAN","Santo Cristo",6831,6825,1646,21906.19,2268,9.6588139329806,707.229691699013
"14219","REGION III - CENTRAL LUZON","BULACAN","PULILAN","Taal",6774,6774,1586,21906.19,2268,9.6588139329806,701.328346006311
"7310","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","PULUPANDAN","Barangay Zone 6 (Pob.)",2940,2940,652,13425.4,1023,13.1235581622678,224.024610067484
"7306","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","PULUPANDAN","Barangay Zone 2 (Pob.)",2295,2295,518,13425.4,1023,13.1235581622678,174.876353777169
"7319","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","PULUPANDAN","Patic",2111,2111,496,13425.4,1023,13.1235581622678,160.85576593621
"7312","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","PULUPANDAN","Canjusa",1991,1991,474,13425.4,1023,13.1235581622678,151.711904300803
"7321","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","PULUPANDAN","Ubay",1916,1916,442,13425.4,1023,13.1235581622678,145.996990778673
"16143","REGION III - CENTRAL LUZON","TARLAC","PURA","Estipona",4201,4168,954,21906.19,2268,9.6588139329806,434.939530790156
"16141","REGION III - CENTRAL LUZON","TARLAC","PURA","Buenavista",2932,2932,751,21906.19,2268,9.6588139329806,303.556939842118
"16140","REGION III - CENTRAL LUZON","TARLAC","PURA","Balite",1730,1718,418,21906.19,2268,9.6588139329806,179.111018392518
"16155","REGION III - CENTRAL LUZON","TARLAC","PURA","Singat",1695,1695,400,21906.19,2268,9.6588139329806,175.487385072438
"16144","REGION III - CENTRAL LUZON","TARLAC","PURA","Linao",1437,1437,363,21906.19,2268,9.6588139329806,148.776030884421
"36693","REGION X - NORTHERN MINDANAO","BUKIDNON","QUEZON","Poblacion (Kiokong)",15247,15221,3482,20458.51,1635,12.5128501529052,1218.50735952912
"36671","REGION X - NORTHERN MINDANAO","BUKIDNON","QUEZON","Butong",13258,13253,2894,20458.51,1635,12.5128501529052,1059.55076884876
"36695","REGION X - NORTHERN MINDANAO","BUKIDNON","QUEZON","Salawagan",7945,7939,1882,20458.51,1635,12.5128501529052,634.947266443157
"4786","MIMAROPA REGION","PALAWAN","QUEZON","Alfonso XIII (Pob.)",15081,15081,3617,29606.25,1209,24.4882133995037,615.847295756808
"36697","REGION X - NORTHERN MINDANAO","BUKIDNON","QUEZON","San Jose",7691,7691,1753,20458.51,1635,12.5128501529052,614.648134199411
"6117","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","QUEZON CITY","Commonwealth",198285,198235,45432,619.54,1295,0.478409266409266,414467.306388611
"6234","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","QUEZON CITY","Batasan Hills",161409,161352,34587,619.54,1295,0.478409266409266,337386.859605514
"6233","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","QUEZON CITY","Payatas",130333,130277,28152,619.54,1295,0.478409266409266,272429.923814443
"6235","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","QUEZON CITY","Holy Spirit",110447,110325,24751,619.54,1295,0.478409266409266,230863.00319592
"6175","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","QUEZON CITY","Pasong Tamo",103100,102879,23879,619.54,1295,0.478409266409266,215505.859185848
"32432","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","QUINAPONDAN","Santo Niño",1457,1457,324,23234.78,3102,7.49025789813024,194.519336959506
"32414","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","QUINAPONDAN","Bagte",1368,1368,322,23234.78,3102,7.49025789813024,182.63723607454
"32430","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","QUINAPONDAN","Santa Cruz (Loro Diyo)",950,950,206,23234.78,3102,7.49025789813024,126.831413940653
"32428","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","QUINAPONDAN","San Pedro",936,936,213,23234.78,3102,7.49025789813024,124.962319419422
"32420","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","QUINAPONDAN","Buenavista",923,923,219,23234.78,3102,7.49025789813024,123.226731649708
"12852","REGION II - CAGAYAN VALLEY","ISABELA ","QUIRINO","Santo Domingo",2745,2745,744,29836.88,1886,15.8201908801697,173.512445000952
"12846","REGION II - CAGAYAN VALLEY","ISABELA ","QUIRINO","San Juan",2199,2199,501,29836.88,1886,15.8201908801697,138.999587088194
"12850","REGION II - CAGAYAN VALLEY","ISABELA ","QUIRINO","Santa Lucia (Pob.)",2098,2098,556,29836.88,1886,15.8201908801697,132.615340477959
"12841","REGION II - CAGAYAN VALLEY","ISABELA ","QUIRINO","Luna",1960,1957,486,29836.88,1886,15.8201908801697,123.892310456053
"12851","REGION II - CAGAYAN VALLEY","ISABELA ","QUIRINO","Santiago",1774,1774,423,29836.88,1886,15.8201908801697,112.135183035224
"8920","REGION I - ILOCOS","ILOCOS SUR","QUIRINO (ANGKAKI)","Legleg (Pob.)",1865,1865,419,12964.62,2609,4.96919126101955,375.312581471728
